,date,year,month,day,title,nouns_title,press,contents
500,2021-05-26,2021,5,26,"금융위 “카카오페이 후불교통카드, 올해 4분기 중 출시”",금융위 카카오 페이 후불 교통카드 올해 4분 출시,조세금융신문,DGB대구은행의 안면인식기술 활용 비대면 실명확인 서비스도 지정내용이 일부 변경됐다. 금융위원회가 카카오페이의 모바일 후불형 교통카드 서비스를 혁신금융 서비스로 신규 지정했다. [사진=카카오페이]
501,2021-05-26,2021,5,26,"카카오페이, '후불형 교통카드' 4분기에 출시한다",카카오 페이 후불 교통카드 4분 기에 출시,에너지경제,또 DGB대구은행의 비대면 실명확인 서비스도 지정내용이 일부 변경됐다. 금융위는 지속가능발전소의 인공지능(AI) 비재무 기반 중소기업 신용정보 제공 서비스 등 4건의 혁신금융 지정기간을 연장했다. 송두리 기자...
502,2021-05-26,2021,5,26,"DGB대구은행, 제31회 구미CEO포럼 개최",DGB 대구 은행 31회 구미 CEO 포럼 개최,미디어펜,DGB대구은행은 26일 오전 구미상공회의소에서 구미지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 제31회 구미CEO포럼을 개최했다고 밝혔다. DGB대구은행은 26일 오전 구미상공회의소에서 구미지역 경제 활성화와 지역...
503,2021-05-26,2021,5,26,"대구은행, 제31회 구미 CEO 포럼 개최",대구 은행 31회 구미 CEO 포럼 개최,한국금융신문,"DGB대구은행은 26일 오전 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 '제31회 구미 최고경영자(CEO) 포럼'을 개최했다고 밝혔다. 포럼에는 임성훈 대구은행장, 윤재호 구미상공회의소 회장..."
504,2021-05-26,2021,5,26,"DGB대구은행, 제31회 구미CEO포럼 개최",DGB 대구 은행 31회 구미 CEO 포럼 개최,EBN,"DGB대구은행은 26일 오전 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 제31회 구미CEO포럼을 개최했다. 이날 포럼에는 임성훈 은행장, 윤재호 구미상공회의소 회장과 함께 장세용 구미시장..."
505,2021-05-26,2021,5,26,"DGB대구은행, 제31회 구미CEO포럼 개최",DGB 대구 은행 31회 구미 CEO 포럼 개최,시사뉴스,"DGB대구은행(은행장 임성훈)은 26일 오전 구미상공회의소(회장 윤재호)에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 제31회 구미CEO포럼을 개최했다. 이날 포럼에는 임성훈 은행장, 윤재호..."
506,2021-05-26,2021,5,26,"금융위, 카카오페이 소액후불결제 등 3건 혁신금융서비스 지정",금융위 카카오 페이 소액 후불 결제 혁신 금융 서비스 지정,아시아투데이,안면인식결제의 확산을 위한 실효적 테스트 차원에서 대형신용카드가맹점에서도 안면인식결제 단말기를 무상으로 제공·설치할 수 있게 됐다.DGB대구은행의 안면인식기술을 활용한 비대면 실명확인 서비스도 지정내용이...
507,2021-05-26,2021,5,26,"대구은행, 31회 구미 CEO포럼 개최…""지역 경제 활성화""",대구 은행 31회 구미 CEO 포럼 개최 지역 경제 활성화,아시아투데이,"DGB대구은행은 26일 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 ‘제31회 구미 CEO포럼’을 개최했다고 밝혔다.이날 포럼에는 임성훈 대구은행장, 윤재호 구미상공회의소 회장과 함께..."
508,2021-05-26,2021,5,26,하반기부터 카카오페이 후불결제로 지하철·버스 탄다,하반기 부터 카카오 페이 후불 결제 지하철 버스 타다,파이낸셜뉴스언론사 선정,가맹점에서도 안면인식결제 단말기를 무상으로 제공할 수 있도록 했다. DGB대구은행의 안면인식 기반 비대면 실명 확인 서비스에 대해서도 서비스 확대 차원에서 접근 매체 발급시에도 해당 서비스를 이용할 수 있도록 했다.
509,2021-05-26,2021,5,26,블록체인 증권거래 플랫폼 등 3건 혁신금융서비스 지정,블록 체인 증권 거래 플랫폼 혁신 금융 서비스 지정,서울파이낸스,"이밖에 신한카드의 '얼굴만으로 결제하는 안면인식결제 서비스', DGB대구은행의 '안면인식기술 활용 비대면 실명확인 서비스'의 지정내용 변경이 있었다. △인공지능 비재무 기반 중소기업 신용정보 제공 서비스..."
510,2021-05-26,2021,5,26,"금융위, 카카오페이 후불형 교통카드 포함 3건을 혁신금융으로 지정",금융위 카카오 페이 후불 교통카드 포함 혁신 금융 지정,비즈니스포스트,"DGB대구은행의 안면인식기술 활용 비대면 실명확인서비스도 서비스를 확대할 수 있도록 지정내용이 변경됐다. 인공지능 비재무 기반 중소기업 신용정보 제공서비스(지속가능발전소), 신용카드 가맹점의 O2O거래를 위한..."
511,2021-05-26,2021,5,26,"대구시, 지역화폐 '행복페이' 연간 규모 8000억 … 공카드 배부처 확대",대구시 지역화폐 행복 페이 연간 규모 8000억 카드 부처 확대,아시아경제,대구시는 6월 1일부터 '행복페이' 공카드 배부처를 기존 DGB대구은행 영업점에서 행정복지센터 등 공공기관으로 확대해 상품권 사용자 편의성을 개선한다고 26일 밝혔다. 또한 호국보훈의 달 6월을 기념해 대구행복페이...
512,2021-05-26,2021,5,26,카카오페이도 후불결제 진출…4분기 '후불형 교통카드' 출시,카카오 페이도 후불 결제 진출 4분 후불 교통카드 출시,아이뉴스24,DGB대구은행의 비대면 실명확인 서비스 지정내용도 일부 변경했다. 안면인식기술을 활용한 서비스를 확대할 수 있도록 접근매체 발급시에도 이 서비스를 이용하도록 허용해줬다. 금융위는 또 지속가능발전소의 인공지능...
513,2021-05-26,2021,5,26,"금융위, 카카오페이 후불 교통카드 허용… 혁신금융 3건 지정",금융위 카카오 페이 후불 교통카드 허용 혁신 금융 지정,뉴데일리,DGB대구은행의 비대면 실명확인 서비스도 지정내용이 일부 변경됐다. 또 지속가능발전소의 인공지능 비재무 기반 중소기업 신용정보 제공 서비스 등 4건에 대해서는 혁신금융 지정기간을 연장했다. 금융위는 임기 만료된...
514,2021-05-26,2021,5,26,이틀새 10원 넘게 빠진 환율···주요국 통화 강세에 원화 연동,이틀 10원 넘다 빠지다 환율 주요 통화 강세 원화 연동,서울파이낸스,"이응주 DGB 대구은행 차장(수석딜러)는 ""유로화·위안화가 강세를 보이는 등 주요 통화들이 달러 대비 변동이 없는 모습을 보이거나, 강세를 보이면서 전반적으로 원화 강세에 영향을 미치고 있다""라며 ""비둘기파..."
515,2021-05-26,2021,5,26,"카카오페이도 후불형 교통카드 출시…금융위, 혁신금융서비스 지정",카카오 페이도 후불 교통카드 출시 금융위 혁신 금융 서비스 지정,데일리안,이외에 신한카드의 '얼굴만으로 결제하는 안면인식결제 서비스'에 대한 지정내용 및 부가조건이 변경됐고 DGB대구은행의 '안면인식기술 활용 비대면 실명확인 서비스'도 지정내용이 변경됐다. 이러한 서비스는 오는 8월께...
516,2021-05-26,2021,5,26,카카오페이도 연내 후불결제 서비스,카카오 페이도 연내 후불 결제 서비스,디지털타임스,"아울러 사전에 지정된 신한카드의 안면인식결제 서비스는 테스트 차원에서 단말기를 무상으로 제공·설치할 수 있도록 했고, DGB대구은행의 안면인식기술 활용 비대면 실명확인 서비스는 접근매체 발급시에도 이용할 수..."
517,2021-05-26,2021,5,26,"""구미 기업 위기 극복하려면 CEO 생각 변화 중요 """,구미 기업 위기 극복 CEO 생각 변화 중요,경북도민일보,DGB대구은행이 26일 구미상공회의소에서 제31회 구미CEO포럼을 개최하고 있다. 사진= DGB대구은행 제공 DGB대구은행은 26일 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 제31회 구미CEO포럼을...
518,2021-05-26,2021,5,26,"'대구행복페이' 공카드, 내달부터 배부처 확대",대구 행복 페이 카드 내달 부터 부처 확대,경북도민일보,사진=대구시 제공 현재 DGB대구은행에서만 발급 중인 충전식 선불카드 형태의 지역상품권인 '대구행복페이' 공(空)카드가 내달부터 각 동 행정복지센터 등에서도 발급이 이뤄진다. 대구시는 내달 1일부터 충전되지 않은...
519,2021-05-26,2021,5,26,"DGB대구은행, 구미상공회의소서 '제31회 구미CEO포럼' 개최",DGB 대구 은행 구미 상공회의소 31회 구미 CEO 포럼 개최,민주신문,ⓒ DGB대구은행 DGB대구은행은 26일 경북 구미시 송정동에 위치한 구미상공회의소에서 '제31회 구미CEO포럼'을 개최했다고 밝혔다. 구미CEO포럼은 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 열리는 행사다....
520,2021-05-26,2021,5,26,금융위 3건 규제 특례 적용…‘카카오페이 후불형 교통카드 서비스’,금융위 규제 특례 적용 카카오 페이 후불 교통카드 서비스,NSP통신,DGB대구은행의 비대면 실명확인 서비스도 지정내용이 일부 변경됐다. 영상통화 대신 실명확인증표의 사진과 얼굴촬영화면을 대조하는 안면인식기술을 비대면 실명확인 방법으로 활용할 수 있도록 특례를 부여했다....
521,2021-05-26,2021,5,26,"[은행가소식] 케이뱅크, 1조2000억원 유상증자 의결",은행가 소식 케이 뱅크 1조 2000억원 유상증자 의결,아시아타임즈,"■ DGB사회공헌재단, 파랑새드림아동센터 '새단장' DGB금융지주 DGB사회공헌재단은 지난 25일 재단에서 직접... ■ 대구은행, 구미CEO포럼 개최…""구미 경제 활성화"" 대구은행은 26일 구미상공회의소에서 구미 지역 경제..."
522,2021-05-26,2021,5,26,구미서 '제31회 구미CEO포럼 세미나' 열려,구미 31회 구미 CEO 포럼 세미나 열리다,데일리한국,구미상공회의소-DGB금융그룹.DGB대구은행 주최 경북 구미상공회의소와 DGB대구은행은 26일 오전 회의소 대강당에서 '제31회 구미CEO포럼 세미나'를 열었다. 이날 구미CEO포럼 세미나에서는 현진권 국회도서관장이 강사로...
523,2021-05-26,2021,5,26,"대구은행, 제31회 구미 CEO포럼",대구 은행 31회 구미 CEO 포럼,신아일보,"DGB대구은행이 26일 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 제31회 구미CEO포럼을 열었다. 이날 포럼에는 임성훈 대구은행장과 윤재호 구미상공회의소 회장, 장세용 구미시장, 김재상..."
524,2021-05-26,2021,5,26,'대구행복페이' 내달 1일부터 배부처 확대,대구 행복 페이 내달 1일 부터 부처 확대,대구신문,대구시는 다음 달 1일부터 대구행복페이 공카드 배부처를 기존 DGB대구은행 영업점에서 행정복지센터 등 공공기관으로 확대해 상품권 사용자 편의성을 개선한다고 26일 밝혔다. 또 호국보훈의 달 6월을 기념해...
525,2021-05-26,2021,5,26,"DGB대구은행, 제31회 구미CEO포럼 개최",DGB 대구 은행 31회 구미 CEO 포럼 개최,경상매일신문,"DGB대구은행은 26일 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 제31회 구미CEO포럼을 개최했다.이날 포럼에는 임성훈 은행장, 윤재호 구미상공회의소 회장과 함께 장세용 구미시장..."
526,2021-05-26,2021,5,26,"현진권 국회도서관장 ‘사익=공익, 사상이 세상을 바꾼다’ 주제로 강연",현진권 국회 도서관 사익 공익 사상 세상 바꾸다 주제 강연,경상매일신문,"구미상공회의소와 DGB대구은행은 26일 오전10시부터 11시20분까지 회의소 2층 대강당에서 윤재호 회장과 임성훈 DGB대구은행 은행장, 장세용 구미시장, 김재상 구미시의회 의장을 비롯한 기관단체장, 상공의원, 회원사..."
527,2021-05-27,2021,5,27,카카오페이 후불형 교통카드 출시…혁신금융서비스 지정,카카오 페이 후불 교통카드 출시 혁신 금융 서비스 지정,세계일보,DGB대구은행의 비대면 실명확인 서비스도 지정내용이 일부 변경됐다. 금융위는 지속가능발전소의 인공지능 비재무 기반 중소기업 신용정보 제공 서비스 등 4건에 대해서는 혁신금융 지정 기간을 연장했다.
528,2021-05-27,2021,5,27,증권·은행 복합점포 시너지 강화 열쇠 쥔 ‘키맨’,증권 은행 복합 점포 시너지 강화 열쇠 쥐다 키맨,머니S언론사 선정,DGB대구은행과 하이투자증권이 결합된 복합점포로 고객을 위한 새로운 원스톱 금융 서비스 제공을 위해 시너지추진부가 첫 발걸음을 뗀 순간이다. 특히 1호점은 조선 시대 사랑방 콘셉트를 현대적으로 재해석해 격조와...
529,2021-05-27,2021,5,27,"DGB대구은행, 지역경제 활성화 위한 구미CEO포럼 개최",DGB 대구 은행 지역 경제 활성화 구미 CEO 포럼 개최,브레이크뉴스,DGB대구은행(은행장 임성훈)이 26일 구미상공회의소에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위한 제31회 구미CEO포럼을 개최했다. ▲ DGB 구미CEO포럼 (C)...
530,2021-05-27,2021,5,27,"지방금융, 실적개선에도 웃지 못하는 이유",지방 금융 실적 개선 에도 웃다 이유,뉴스토마토,"대구은행도 마이데이터 예비허가 신청을 한 상태다. 기본서비스 개발과 관련 플랫폼 시스템 구축 등을... 최근에는 인터넷전문은행 진출에도 관심을 보이고 있다. BNK금융과 DGB금융, JB금융 등 3대 지방금융지주는 최근..."
531,2021-05-27,2021,5,27,"DGB대구은행, 농촌 일손 돕기 나서… ""ESG 경영 실천""",DGB 대구 은행 농촌 일손 돕기 나서다 ESG 경영 실천,머니S,DGB대구은행은 신종 코로나바이러스 감염증(코로나19) 장기화로 일손 부족을 겪는 농촌에서 봉사활동을 진행하고 지역 농산물을 구매해 기부했다고 27일 밝혔다. 경주시 현곡면에서 실시한 이날 봉사활동에는 임성훈...
532,2021-05-27,2021,5,27,"DGB대구은행, 경주서 지역 농가 위한 봉사활동 진행",DGB 대구 은행 경주 지역 농가 봉사활동 진행,데일리한국,지역 특산 농산물 구매해 노인복지센터 기부도 DGB대구은행이 27일 코로나19 사태 장기화로 어려움을 겪는 농촌에서 봉사활동을 실시하고 지역 농산물을 구매해 기부하는 사회공헌 활동을 진행했다. 이날 봉사활동은 경북...
533,2021-05-27,2021,5,27,병해충 방지 과수 봉지 씌우는 임성훈 대구은행장,해충 방지 과수 봉지 씌우다 임성훈 은행,쿠키뉴스,"(DGB대구은행 제공) 2021.05.27 DGB대구은행은 27일 코로나19 사태 장기화로 일손 부족의 어려움을 겪고 있는 농촌을 찾아 봉사활동을 하고, 농산물을 구매해 기부하는 사회공헌활동을 진행했다고 밝혔다. 경주시 현곡면에서..."
534,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,미디어펜,"DGB대구은행은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다고 밝혔다. DGB대구은행은 27일 코로나19 사태..."
535,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매해 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,조세일보,DGB대구은행은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다고 밝혔다. 경주시 현곡면에서 실시한 이날...
536,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,아시아경제,"DGB대구은행은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다고 밝혔다. 경주시 현곡면에서 실시한 이날..."
537,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동·농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,신아일보,DGB대구은행은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다. 이날 경주시 현곡면에서 실시한...
538,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,국제뉴스,"사진제공=DGB대구은행 DGB대구은행(은행장 임성훈)은 27일(목) 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다고..."
539,2021-05-27,2021,5,27,‘제31회 구미CEO포럼 세미나’ 성료,31회 구미 CEO 포럼 세미나,신아일보,"경북 구미상공회의소는 지난 26일 구미상의 대강당에서 DGB금융그룹‧DGB대구은행과 공동주최로 ‘제31회 구미CEO포럼 세미나’를 개최했다고 27일 밝혔다. 이번 세미나는 윤재호 구미상의 회장, 임성훈 DGB대구은행장을..."
540,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,시사뉴스,"DGB대구은행(은행장 임성훈)은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다고 밝혔다. 경주시..."
541,2021-05-27,2021,5,27,"DGB대구은행, 경주서 농촌 봉사활동 펼쳐",DGB 대구 은행 경주 농촌 봉사활동 펼치다,NSP통신,"경주 현곡면에서 봉사활동과 함께 지역 농산물 구매해 기부 최병수 기자, DGB대구은행(139130)은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해..."
542,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,CNB뉴스,"(사진=대구은행 제공) DGB대구은행이 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다고 27일 밝혔다. 경주시..."
543,2021-05-27,2021,5,27,"대구은행, 'IM뱅크'로 고객·수익 두 마리 토끼 잡는다",대구 은행 IM 뱅크 고객 수익 마리 토끼 잡다,글로벌이코노믹,"DGB대구은행은 자사 앱인 'IM뱅크'로 고객과 수익 두 마리 토끼 잡기에 나섰다. 27일 금융권에 따르면 대구은행은 앞으로 인공지능 챗봇, 마이데이터 기반의 차별화된 금융 서비스를 선보일 예정이며, 지역 특화..."
544,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동 및 농산물 구매 기부",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부,이코노믹리뷰,DGB대구은행 봉사활동 사진. 출처=DGB대구은행   DGB대구은행이 농촌 봉사활동과 농산물 구매 후 기부 등으로 지역 농촌 지원에 나섰다. DGB대구은행은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는...
545,2021-05-27,2021,5,27,"대구경북TBC)사람, 사람들",대구 경북 TBC 사람 사람,TBC대구방송,DGB대구은행 임직원과 대학생 봉사단은 코로나 19로 일손 부족을 겪고 있는 경주 현곡면에서 봉사활동을 하며 지역 농산물을 구매해 기부했습니다. 임직원과 대구은행 대학생 홍보 봉사단 등 50여 명은 경주 현곡면 과수...
546,2021-05-27,2021,5,27,"DGB대구銀, 경주 농활 및 농산물 구매 ‘사회공헌’",DGB 대구 경주 농활 농산물 구매 사회 공헌,더퍼블릭,"DGB대구은행(은행장 임성훈)은 27일 코로나19 사태 장기화로 일손 부족을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다. 경주시 현곡면에서 실시한 이날..."
547,2021-05-27,2021,5,27,대구행복페이 카드 배부처 확대,대구 행복 페이 카드 부처 확대,한국경제,대구시는 다음달 1일부터 대구 지역화폐인 대구행복페이 카드 배부처를 기존 DGB대구은행 영업점 외에 행정복지센터 등 공공기관으로 확대한다. 카드 수령 후 등록 및 충전은 지역사랑상품권 모바일 플랫폼인 ‘IM샵’...
548,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동·농산물 구매 기부 나서",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매 기부 나서다,경북매일신문,DGB대구은행(은행장 임성훈)이 27일 코로나19로 어려움을 겪고 있는 경주시 현곡면을 찾아 봉사활동을 실시하고 농산물을 구매해 기부하는 사회공헌활동을 진행했다.
549,2021-05-27,2021,5,27,"DGB대구은행, ‘제31회 구미CEO포럼’ 개최",DGB 대구 은행 31회 구미 CEO 포럼 개최,뉴데일리,뉴데일리 강승탁 기자 = DGB대구은행(은행장 임성훈)은 26일 구미상공회의소(회장 윤재호)에서 구미 지역 경제 활성화와 지역 기업 경쟁력 제고를 위해 ‘제31회 구미CEO포럼’을 열었다. 이날 포럼에는 임성훈 은행장...
550,2021-05-27,2021,5,27,"DGB대구은행, 경주에서 농촌 봉사활동",DGB 대구 은행 경주 에서 농촌 봉사활동,뉴데일리,뉴데일리 강승탁 기자 = DGB대구은행(은행장 임성훈)은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시했다. 경주시 현곡면에서 실시한 봉사활동에는 임성훈 은행장을...
551,2021-05-27,2021,5,27,"DGB대구은행, 경주 농촌 봉사활동ㆍ농산물 구매",DGB 대구 은행 경주 농촌 봉사활동 농산물 구매,경상매일신문,"DGB대구은행은 27일 코로나19 사태 장기화에 따른 일손 부족으로 어려움을 겪고 있는 농촌에서 봉사활동을 실시하고, 지역 농산물을 구매해 기부하는 사회공헌활동을 진행했다. 경주시 현곡면에서 실시한 이날..."
552,2021-05-28,2021,5,28,"구미상공회의소, '31회 구미CEO포럼 세미나' 성황리",구미 상공회의소 31회 구미 CEO 포럼 세미나 성황리,매일신문,"구미상공회의소와 DGB금융그룹·DGB대구은행은 26일 구미상의 강당에서 윤재호 구미상의 회장, 임성훈 DGB대구은행장, 장세용 구미시장을 비롯한 기관단체장, CEO 등 80여 명이 참석한 가운데 '제31회 구미 CEO포럼 세미나..."
553,2021-05-28,2021,5,28,"[더벨][중견 증권사 열전]하이투자증권, 파란만장한 최대주주 변천사",더벨 중견 증권사 전하 투자 증권 파란만장하다 최대 주주 변천사,더벨,"DGB금융지주는 대구은행, DGB생명, DGB캐피탈 등 주요 계열사와 하이투자증권과의 시너지를 극대화하기 위한 중장기 전략을 모색하고 있다. ◇아쉬웠던 CJ와의 10년 하이투자증권은 1989년 10월 제일투자신탁이라는 지방..."
554,2021-05-28,2021,5,28,"""따듯한 ESG경영""... DGB대구은행, 농촌 봉사·농산물 구매기부",따다 ESG 경영 DGB 대구 은행 농촌 봉사 농산물 구매 기부,시장경제신문,임성훈 행장 외 50여명 '구슬땀' [시장경제=양일국 기자] 27일 임성훈 DGB대구은행장(왼쪽 세번째)과 임직원·봉사단 50여명이 경주 농가에서 배봉지 씌우기 봉사활동을 하고 있다. 사진=DGB대구은행 제공 DGB대구은행이 농가...
555,2021-05-28,2021,5,28,"임성훈 DGB대구은행장, 탈 플라스틱 '고고챌린지' 동참",임성훈 DGB 은행 플라스틱 고고 채다 린지 동참,데일리한국,임성훈 DGB대구은행 행장이 28일 환경부가 주관하는 탈 플라스틱 캠페인 '고고 챌린지'에 동참했다. 고고 챌린지는 플라스틱을 줄이기 위해 '하지 말아야 할 한가지를 거부하고 해야할 한가지를 실천하고'라는 의미를 담은...
556,2021-05-28,2021,5,28,"DGB대구은행, 라온학교에 중도입국아동 청소년 후원금 전달",DGB 대구 은행 학교 중도 입국 아동 청소년 원금 전달,데일리한국,DGB대구은행이 28일 라온학교에 국내 다문화 가정의 중도입국 청소년 교육 후원금을 전달했다. 지난해 설립된 라온학교는 이주노동자 급증에 따라 증가하는 중도입국아동 청소년들의 공교육 진입 후원 프로그램을...
557,2021-05-28,2021,5,28,"DGB대구은행 임성훈 은행장, 탈 플라스틱 실천 운동 캠페인 ‘고고 챌린지’ ...",DGB 대구 은행 임성훈 은행 플라스틱 실천 운동 캠페인 고고 채다 린지,스마트에프엔,DGB대구은행 임성훈 은행장은 생활 속에서 플라스틱 사용을 줄이고 대체하는 탈(脫) 플라스틱 실천 운동 캠페인 ‘고고챌린지’에 참여했다고 28일 밝혔다. 임 은행장은 다음 릴레이 주자로 김한식 대구...
558,2021-05-28,2021,5,28,[마카♥사투리] ⟨9⟩김태오 DGB 회장 '단디하이소!',마카 사투리 김태오 DGB 회장 단디 하이,매일신문,김태오 DGB 금융지주회장은 대구은행의 대박상품인 '단디'를 활용해 '단디하이소!'를 제일 즐겨하는 사투리로 꼽았다. 아마도 40년 이상 금융업에 종사하면서 몸에 베인 확실하고 정확한 것을 좋아하는 성격 때문에 이를...
559,2021-05-28,2021,5,28,"임성훈 대구은행장, 탈(脫)플라스틱 실천 ‘고고 챌린지’ 동참",임성훈 은행 플라스틱 실천 고고 채다 린지 동참,아시아경제,"임성훈 DGB대구은행장은 생활 속에서 플라스틱 사용을 줄이고 대체하는 탈(脫) 플라스틱 실천 운동 캠페인 ‘고고챌린지’에 참여하고 다음 릴레이 주자로 김한식 대구·경북지방중소벤처기업청장, 김세환..."
560,2021-05-28,2021,5,28,"임성훈 DGB대구은행장, '탈플라스틱 실천 운동 캠페인' 동참",임성훈 DGB 은행 플라스틱 실천 운동 캠페인 동참,신아일보,"DGB대구은행 임성훈 은행장은 생활 속에서 플라스틱 사용을 줄이고 대체하는 탈(脫) 플라스틱 실천 운동 캠페인 ‘고고챌린지’에 참여했다. 다음 릴레이 주자로는 김한식 대구·경북지방중소벤처기업청장, 김세환..."
561,2021-05-28,2021,5,28,"DGB대구은행 임성훈 은행장, 생활 속 탈(脫) 플라스틱 실천 운동 캠페인 '고고...",DGB 대구 은행 임성훈 은행 생활 플라스틱 실천 운동 캠페인 고고,대한금융신문,"DGB대구은행 임성훈 은행장은 생활 속에서 플라스틱 사용을 줄이고 대체하는 탈(脫) 플라스틱 실천 운동 캠페인 '고고챌린지'에 참여하고, 다음 릴레이 주자로 김한식 대구·경북지방중소벤처기업청장, 김세환..."
562,2021-05-28,2021,5,28,[대구소식]DGB대구은행 임성훈 은행장 '고고 챌린지' 동참 등,대구 소식 DGB 대구 은행 임성훈 은행 고고 채다 린지 동참,뉴시스,"DGB대구은행 임성훈 은행장은 생활 속에서 플라스틱 사용을 줄이고 대체하는 탈플라스틱 실천운동 캠페인 '고고챌린지'에 동참했다. 임 은행장은 다음 릴레이 주자로 김한식 대구·경북지방중소벤처기업청장, 김세환..."
563,2021-05-28,2021,5,28,"DGB대구은행, ‘중도입국 아동 청소년 후원’ 라온학교 기부금 전달",DGB 대구 은행 중도 입국 아동 청소년 후원 학교 부금 전달,프레시안,DGB대구은행은 국내 다문화 가정의 중도입국 청소년들의 교육 후원을 위해 라온학교에 교육사업 후원금을 전달했다고 밝혔다. 지난해 설립된 라온학교는 이주노동자 급증에 따라 증가하는 중국입국아동청소년들의 공교육...
564,2021-05-28,2021,5,28,"임성훈 DGB 대구은행장, 탈 플라스틱 실천 '고고챌린지' 동참",임성훈 DGB 은행 플라스틱 실천 고고 채다 린지 동참,한국경제TV,DGB대구은행은 임성훈 행장이 생활 속에서 플라스틱 사용을 줄이고 대체하는 탈(脫) 플라스틱 실천 운동 캠페인 ‘고고챌린지’에 참여한다고 28일 밝혔다. 고고챌린지는 올해 환경부가 주관하고 있는 캠페인으로...
565,2021-05-28,2021,5,28,"임성훈 대구은행장, 탈 플라스틱 캠페인 ‘고고 챌린지’ 동참",임성훈 은행 플라스틱 캠페인 고고 채다 린지 동참,FETV,대구은행은 임성훈&lt
