,date,year,month,day,press,nouns_contents,label
5632,2022-02-15,2022,2,15,대구일보,DGB 대 구 은행 지난 14일 지역 인재 양성 을 위해 써다 달라 며 장학금 4천 500만 원 을 영천시장 학회 기탁,1
5633,2021-06-28,2021,6,28,조세일보,DGB 대 구 은행 전용 앱 IM 뱅크 적용 되다 서체 IM 혜민 체 대 고객 용 출시 홈페이지 에서 무료 배포 28일 밝히다 당 행 직원 직접 쓸다 손글씨 로 개발 되다 IM 혜민 체 금융 권 최초 로 개발 되다 직원 손글씨 폰트 로,1
5634,2020-10-20,2020,10,20,경북도민일보,DGB 대 구 은행 20일 부터 KB 국민카드 리브 메이트 앱 에서 DGB 대구 은행 주택 종합 청약 저축 가입 고객 전원 에게 5000 포인트 리 혜택 을 제공 20일 밝히다 KB 국민카드 리브 메이트 자산 관리 소비 분석,1
5635,2021-08-01,2021,8,1,머니투데이,30일 은행권 따르다 BNK 부산 경남 은행 JB 전북 은행 광주 은행 DGB 대구 은행 등 지방 은행 핀 테크 빅 테크 접점 을 더욱 늘리다 있다 우선 금융 위원회 올해 10월 출범 을 목표 로 추진 중인 핀 테크 빅 테크 주도,1
5636,2022-04-24,2022,4,24,비즈니스포스트,DGB 대 구 은행 지방 은행 가운데 처음 편의점 안 금융 특 화 점포 구축 임성훈 DGB 대 구 은행 장 점포 효율 화 추진 과정 에서 자칫 소홀하다 수 있다 고객 접근성 을 높이다 위해 금융 특 화 점포 주목,1
5637,2021-04-02,2021,4,2,뷰어스,DGB 대 구 은행 Sh 수협 은행 각각 바고 피토 현 법인 있다 KB 국민은행 미얀마 현지 핫라인 을 구축 상황 을 예의 주시 하고 있다 본국 직원 철수 여부 외교부 교민 철수 방침 따르다 대응 예정 이다,1
5638,2021-07-29,2021,7,29,뉴스케이프,주력 계열 사인 DGB 대구 은행 이익 견조하 개선 돼다 하이 투자 증권 DGB 캐피탈 등 비 은행 계 열사 순이익 많이 증가 때문 DGB 금융 그룹 분석 DGB 대 구 은행 상반기 순이익 1927억원 전 년 보다,1
5639,2021-02-26,2021,2,26,연합인포맥스,◆ 이응 주 DGB 대구 은행 차장 연초 이후 미국 부양책 이슈 백신 보급 장기 금리 상승 등 달러 강세 촉발 재료 현재 그대로 상황 이다 1월 연방 공개시장 위원회 FOMC 오다 최근 의회 반기 증언 에서 확인 되다 미국,1
5640,2020-06-04,2020,6,4,매일일보,다음 달 31일 까지 IBK 기업은행 SC 제 일 은행 DGB 대구 은행 BNK 경남 은행 에서 발급 되다 BC 카드 소지 하고 있다 고객 이면 누구 나 참여 수 있다 신청 다음 날 부터 매월 5000원 씩 최대 3회 최대 1만 5000원 까지 캐시 백,1
5641,2021-07-29,2021,7,29,경북매일신문,대 내외 불확실 성 지속 되다 가운데 주력 계열 사인 DGB 대 구 은행 핵심 이익 견조하 개선 돼다 하이 투자 증권 DGB 캐피탈 등 비 은행 계열 사의 순이익 크게 증가 시장 예 상치 크게 뛰어넘다 이익 을,1
5642,2021-08-09,2021,8,9,더벨,DGB 금융 그룹 차원 에서 ESG 경영 박차 가하다 가운데 주력 계열 사인 대 구 은행 존재 감 빛나다 평가 DGB 금융 지주 올해 지방 금융 지주 최초 로 ESG 채권 을 발행 DGB 캐피탈 역시 지속 가능 채권 1800억원 을,1
5643,2021-06-30,2021,6,30,경북신문,DGB 대 구 은행 29일 대 적십자사 대 구 지사 함께 안심 종합 사회 복지관 에서 행복 도시락 전달 봉사활동 을 벌이다 대구 은행 직원 대학생 홍보 대사 대 적십자사 대구 지사 자원봉사자 등 40 여명 코로나 19,1
5644,2020-02-17,2020,2,17,에너지경제,DGB 대 구 은행 달 말 부터 대 구 국제공항 에서 외화 ATM 기르다 운영 17일 밝히다 대구 국제공항 청사 1 층 위치 외화 ATM 기다 영업 점 창구 통 않다 연중 무 휴 로 외화 현찰 취급 서비스 운영 수 있다,1
5645,2022-04-28,2022,4,28,시사뉴스,DGB 대 구 은행 은행 장 임성훈 가정 달 5월 을 맞다 기존 코로나 19 기간 비대 이나 축소 되어다 진행 되어다 온 대 고객 행사 대면 진행 등 다양하다 서비스 실시 밝히다 전통 적 DGB 금융 그룹,1
5646,2020-02-05,2020,2,5,노컷뉴스,4 개사 선발 DGB 대구 은행 제 2 본점 피우다 랩 전용 공간 에서 협업 을 진행 중이 피우다 랩 2 기다 초기 창업 기업 을 대상 인큐베이터 트랙 새롭다 금융 서비스 모델 개발 을 위해 기존 스타트업 기업 을,1
5647,2021-02-04,2021,2,4,컨슈머타임스,사진 DGB 대구 은행 DGB 대구 은행 은행 장이 어린이 교통 안전 릴레이 채다 린지 동참 아우르다 행 장 다음 릴레이 주자 로 빈대 BNK 부산 은행 장 송준기 대 적십자사 대구 지사 회장 이서진 DGB 금융 그룹,1
5648,2020-07-15,2020,7,15,아시아타임즈,왼쪽 부터 부산 은행 경남 은행 대구 은행 전북 은행 광주 은행 본점 사진 각 사 15일 금융 정보 제공 업체 에프 앤 가이드 따르다 BNK 금융 ‧ DGB 금융 ‧ JB 금융 등 주요 지방 금융 주의 2분 기 순 익 전 망치 전 년 동 기 대비,1
5649,2020-12-24,2020,12,24,위클리오늘,DGB 대 구 은행 은행 장 임성훈 임대료 감다 착하다 임대료 운동 내년 에도 동참 24일 밝히다 앞서 DGB 대 구 은행 대구 경북 지역 코로나 19 확산 심각하다 지난 상반기 착하다 임대 운동 동참 바,1
5650,2020-07-30,2020,7,30,ZDNet Korea,DGB 금융 센터 사진 DGB 생명 제공 다만 경기 침체 기 에도 불구 하고 대 구 은행 원화 대출 금은 전 년말 대비 64% 증가 건전성 지표 고정 이하 여 신 비율 연체 율 역시 양호 것 나타나다 밖에 비 은행,1
5651,2020-04-14,2020,4,14,미디어펜,기업 에게는 대구시 북구 위치 DGB 대구 은행 제 2 본점 5 층 사 무공 간 을 무상 제공 이다 기간 동안 전문 육 성 과정 을 지원 다이브 블록 체인 을 활용 지급 결제 보안 인증 솔루션 을 개발,1
5652,2021-11-23,2021,11,23,대한금융신문,DGB 대다 구 은행 은행 장 임성훈 지역 자영 업자 포괄 적 마케팅 방안 을 지원 매출 증대 통한 지역 경제 활성화 위해 22일 월 칠성동 제 2 본점 에서 외식 업 관련 자영 업자 70 명 을 대상 희망 두 배 로 사관학교,1
5653,2019-05-11,2019,5,11,뉴스웨이,DGB 대구 은행 경산 사랑 봉사 단 봉사 단장 장문석 지난 8일 어버이날 을 맞다 자매 결 연 마을 경산시 용성면 용다 마을 회관 에서 봉사 단원 10 여명 함께 마을 어르신 70 여명 을 모시 사랑 밥상 행사 실시,1
5654,2021-08-04,2021,8,4,경북신문,검찰   캄보디아 부동산 매입 사기 사건 관련   DGB 대구 은행 본점 DGB 금융 지주 압수수색 나서다 4일 금융 권 법조 계 등 따르다 대구 지방검찰청 반 부패 수 사 부부 장 검사 김남훈 늘다 날 오전 9시 께부터,-1
5655,2019-10-31,2019,10,31,경북매일신문,DGB 금융 그룹 회장 김태오 2019년 3분 기 누적 그룹 지배 주 주지 분 순이익 전 년 동기 대비 23% 감소 2천 721억원 을 기록 31일 밝히다 그룹 주력 계열 사인 대 구 은행 3분 기 누적 영업 이익 당기다 순이익,-1
5656,2020-11-18,2020,11,18,영남일보,17일 대구 칠성동 대구 은행 제 2 본점 에서 열리다 2020 사회 복지 현장 사회 프로그램 공모전 사회 공헌 With US 시상식 에서 수상자 기념 촬영 을 있다 DGB 금융 그룹 회장 김태오 대구 칠성동 대구 은행 제 2 본점 에서,1
5657,2021-05-26,2021,5,26,프레시안,26일 DGB 대 구 은행 구미 상공회의소 에서 구미 지역 경제 활성화 지역 기업 경쟁력 제 위해 제 31회 구미 CEO 포럼 을 개최 포럼 에는 현진권 국회 도서관 관장 초청 돼다 사익 공익 사상 세상 을 바꾸다,1
5658,2022-03-18,2022,3,18,시장경제신문,5000억원 한시 특판 최저 연 344% 시장경제 양일 국 기자 사진 DGB 대구 은행 제공 DGB 대 구 은행 온라인 담보 대출 비교 플랫폼 담비 통해 무 방문 전세 자금 대출 을 판매 18일 밝히다 부동산 담보 대출 비교 플랫폼,1
5659,2021-07-26,2021,7,26,뉴시스,DGB 대 구 은행 메타 버스 체험 을 통한 전 직원 디지털 트렌드 관심 을 제 고하 코로나 19 시대 새롭다 직원 단합 을 위 방안 메타 버스 에서 만나다 이벤트 실시 26일 밝히다 올해 코로나 19 장기 화로 디지털,1
5660,2022-03-12,2022,3,12,그린포스트코리아,이번 금융 지원 에는 우리카드 SC 제 일 은행 하나카드 BC IBK 기업은행 DGB 대구 은행 BNK 부산 은행 BNK 경남 은행 BC 바로 카드 등 8 개 BC 카드 회원 사가 참여 삼성 카드 산불 피해 고객 금융 지원 삼 성 카드 강원도,1
5661,2021-10-30,2021,10,30,브레이크뉴스,28일 DGB 금융 그룹 관계자 이번 실적 지난해 연간 순이익 규모 뛰어넘다 것 누적 기준 으로도 사상 최대 실적 이다 며 주력 계열 사인 DGB 대 구 은행 이익,1
5662,2021-03-02,2021,3,2,프라임경제,DGB 대 구 은행 은행 장 임성훈 2일 수성동 본점 봉무동 DGB 혁신 센터 에서 대 적십자사 대 구 경북 혈액 원 원장 허다 부자 함께 직원 사랑 헌혈 행사 실시 밝히다 지속 적 헌혈 봉사 활동 을 진행 하고,1
5663,2020-11-04,2020,11,4,신아일보,DGB 대 구 은행 대 구 지방 세무사회 4일 대구 은행 본점 에서 상호 협력 및 지역 경제 활성화 위 업무 협약 MOU 을 맺다 밝히다 이번 협약 을 통해 대 구 은행 대구 지방 세무사회 회원 복지 향상 을 위 금융 서비스,1
5664,2020-05-11,2020,5,11,한국금융신문,비대 채널 거래 패턴 및 행동 정보 분석 실시간 자동화 마케팅 서비스 차별 화 DGB 대 구 은행 디지털 경쟁력 강화 통한 마케팅 및 차별 화 되다 대 고객 서비스 위해 빅데이터 플랫폼 구축 을 완료 방대하다,1
5665,2021-03-16,2021,3,16,대한금융신문,DGB 대 구 은행 은행 장 임성훈 비대 채널 을 활용 지역 소상 공인 홍보 통한 매출 증대 지역 경제 활성화 위해 제 1회 소상 공인 홍보 지원 UCC 공모전 대구 경북 숨다 맛집 찾기 숨맛꼭질 을 개최 밝히다,1
5666,2020-04-02,2020,4,2,뷰어스,뷰 어스 박진희 기 ­ jiniviewerscokr CJ 올리브 네트웍 스 대표 차인혁 통합 멤버십 CJ ONE DGB 대 구 은행 은행 장 김태오 함께 세븐 적금 가입 프로모션 을 진행 2일 밝히다 세븐 적 금은 평일 중 이체 되다,1
5667,2021-06-28,2021,6,28,브레이크뉴스,DGB 대 구 은행 전용 앱 IM 뱅크 적용 되다 서체 IM 혜민 체 대 고객 용 출시 하고 홈페이지 에서 무료 로 배포 28일 밝히다 ▲ IM 혜민 체 배포 C DGB 대구 은행 직원,1
5668,2022-02-07,2022,2,7,한국금융신문,이번 캠페인 DGB 금융 주가 처음 시작 오다 3월 에는 DGB 대 구 은행 은행 장 임성훈 4월 에는 DGB 신용정보 대표이사 박대 ‧ DGB 유 페이 대표이사 소 근 등 전 계 열사 로 확산 되다 예정 이다 혹 서기 나 휴가 집중 기간 을,1
5669,2021-09-06,2021,9,6,프라임경제,■ 대구 관광 재단 광주 광역시 동구 관광 활성화 업무 협약 체결 ■ DGB 대구 은행 2021 6 급 신입 행 원 채용 ■ 수성구 청년 센터 개관 및 수성 여성 클럽 이전 프라임 경제 대구시 주최 하고 시 및 구군 자원봉사 센터,1
5670,2020-04-22,2020,4,22,경북매일신문,DGB 대 구 은행 디지털 경쟁력 확보 미래 영업 환경 대비 업무 프로세스 자동화 위해 BPR 시스템 전면 재 구축 착수 21일 밝히다 BPR 재 구축 미래 영업 환경 대응 업무 프로세스 혁신 IT 지원 체계 강화,1
5671,2019-06-21,2019,6,21,서울와이어,금감원   지난 2017년 10월 우리은행 을 시작 지난해 2월   KEB 하나은행 KB 국민은행 JB 광주 은행 BNK 부산 은행 DGB 대 구 은행 을 검찰 넘기다 5월 에는 신한은행 등 신 금융 그룹 계열 사르다 고발 조치 전 행 장 을,-1
5672,2022-01-25,2022,1,25,아주경제,25일 금융 권 따르다 임성훈 DGB 대 구 은행 장 최근 상반기 부점 장 회의 참석 올해 내다 강화 통해 새롭다 도약 변화 원년 되어다 강조   행 장 특히 변화 인식 하고 대응 스스로,1
5673,2021-07-12,2021,7,12,경북도민일보,사진 DGB 대구 은행 제공 DGB 대 구 은행 대 구 상공회의소 지역 기업 지원 네트워크 구축 지역 상생 기반 마련 을 위해 12일 대 구 상공회의소 에서 지역 기업 금융 지원 을 위 업무 협약 을 체결 밝히다 이번 협약,1
5674,2020-06-08,2020,6,8,비즈니스포스트,SK 텔레콤 실제 2019년 DGB 대 구 은행 함께 내놓다 적금 상품 T high 5 로 출시 1 주일 만에 가입자 5만 여 명 을 모으다 그 뒤 KDB 산업 은행 과도 같다 적금 상품 을 출시 가입자 약 10만 명 을 유치하다 이렇다 성과 힘 입다,1
5675,2022-02-03,2022,2,3,프레시안,모바일 앱 개발 기술 평가 전문 역 변호사 모집 DGB 대 구 은행 은행 장 임성훈 전 문 역 을 공개 채용 3일 DGB 대 구 은행 따르다 금융 디지털 기술 금융 경쟁력 및 내부통제 강화 위해 4일 부터 14일 까지 모바일 앱,1
5676,2019-09-12,2019,9,12,서울신문,현재 온누리 모바일 상품권 농협 올 원 뱅크 경남 은행 투유 뱅크 광주 은행 개인 뱅킹 대구 은행 DGB 아이 M 뱅크 부산 은행 썸 뱅크 전북 은행 뉴스 마트 뱅킹 등 6 개 결제 애플리케이션 에서 구 매 결제 가능하다 개인,1
5677,2020-10-15,2020,10,15,위클리오늘,14일 칠성동 DGB 대구 은행 제 2 본점 에서 열리다 비대 디지털 금융 활성화 협약 식 에서 김태오 DGB 회장 왼쪽 윤 대희 신용 보증 기금 이사장 기념 촬영 을 있다 사진 DGB 금융 그룹 DGB 금융 그룹 회장 김태오,1
5678,2019-12-04,2019,12,4,CNB뉴스,DGB 금융 그룹 현재 DGB 대다 구 은행 을 포함 8 개 금융 계열 사르 거 느리다 지역 최고 금융기관 성장하다 영업 구역 대다 구 경북 을 비롯 부산 울산 경남 물론 서다 울 수도권 까지 사업 영역 을 확대 있다,1
5679,2019-09-18,2019,9,18,경북일보,경북 신용 보증 재단 이사장 박진우 죄 측은 17일 DGB 대구 은행 DGB 금융 지주 회장 겸 은행 장 김태오 우측 소 기업 소 상공 재기 지원 업무 협약 식 을 체결 경북 신용 보증 재단 이사장 박다 17일 DGB 대구 은행 DGB,1
5680,2019-12-13,2019,12,13,서울경제TV,여기 지난 8월 제 1 차 KOGAS 상생 협력 위원회 열다 중소 벤처기업 과의 소통 채널 을 구축 10월 에는 DGB 대 구 은행 지역 경제 활성화 위 총 1000억 원 규모 펀드 조성 을 목표 로 상생 펀드 운영 기금 200억,1
5681,2020-10-27,2020,10,27,아시아투데이,행정안전부 자료 따르다 전국 에서 최초 로 민간 건축물 인증 을 획득 건축물 DGB 대구 은행 수성동 본점 2019년 6월 이며 인증 원 사업 을 시작 지난해 부터 올해 15일 까지 전국 민간 건축물 인증 획득 건축물 수,1
5682,2021-01-20,2021,1,20,한국금융신문,가입 기간 1년 지점에서만 판매 DGB 대 구 은행 신축년 새해 맞다 20일 부터 지점 전용 판매 금리 상품 힘내다 2021 특판 정기예금 을 판매 DGB 대 구 은행 코로나 19 로 힘드다 지역 민 함께 위기 극복 을 위,1
5683,2020-08-25,2020,8,25,디지털투데이,핀 크다 지난해 9월 DGB 대 구 은행 손잡다 내놓다   핀 크다 비상 금 대출 누적 약 정액 500억원 을 돌파 최대 한도 금액 300만원 평균 약 정액 140만원 수준 소액 대출 점 을 고려 유의 성과 라는 핀 크다,1
5684,2019-05-08,2019,5,8,국제뉴스,DGB 대 구 은행 은행 장 김태오 7일 월 오후 대구 은행 본점 에서 기술 보증 기금 대구 경북 본부 본부장 임종 학 함께 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 밝히다 이번 협약 DGB 대 구 은행,1
5685,2021-10-21,2021,10,21,데일리안,DGB 대 구 은행 올해 초 언택트 금융 증가 따르다 디지털 기술 발전 다양하다 발생 금융 사기 예방 을 위 이상 금융 거래 탐지 시스템 FDS 고도화 구축 후 약 20억원 상당 전자 금융 사고 및 전기통신 사기 대해,1
5686,2021-10-20,2021,10,20,아이뉴스24언론사 선정,제조업체 보다 근무시간 직원 은행 업무 보기 불편하다 마침 대 구 은행 동 점포 기업 을 최대 무기 17 톤 트럭 25 인승 버스 개조 동 점포 DGB 무빙 뱅크 노트북 을 개조 각종,1
5687,2021-12-15,2021,12,15,시장경제신문,사진 DGB 대구 은행 제공 DGB 금융 그룹 지난 13일 서울 지역 세 번째 복합 점포 DIGNITY 디그 니 티 여의도 센터 오픈 15일 밝히다 DIGNITY 여의도 센터 DGB 대구 은행 여의도 지점 하이 투자 증권 여의도 WM 센터,1
5688,2019-11-27,2019,11,27,아시아경제,DGB 대 구 은행 오다 29일 부터 모바일 뱅킹 애플리케이션 앱 IM 뱅크 통해 하나 앱 모든 은행 거래 가능하다 오픈 뱅킹 서비스 실시 27일 밝히다 IM 뱅크 앱 오픈 뱅킹 서비스 타 행 계좌 등록 을 타 행,1
5689,2019-07-22,2019,7,22,경북일보,DGB 대 구 은행 은행 장 김태오 해외 시장 진출 을 가속 화 있다 국내 금융시장 한계 극복 신 성장 사업 발굴 을 통해 향후 100년 은행 기틀 을 마련 위해 해외 로 영업 네트워크 확대 하고 있다 대 구 은행,1
5690,2019-05-10,2019,5,10,베타뉴스,DGB 대구 은행 경 산사 랑 봉사 단 8일 어버이날 을 맞다 자매 결 연 마을 경산시 용성면 용다 마을 회관 에서 봉사 단원 10 여명 함께 노인 70 여명 을 대상 사랑 밥상 행사 실시 2006년 부터 14년 째 이어지다 온,1
5691,2020-10-28,2020,10,28,경북도민일보,DGB 대 구 은행 코로나 19 장기 화로 인하다 경기 침체 속 기축통화 미국 달러 자산 대한 고객 수요 충족 나서다 28일 DGB 대 구 은행 따르다 비대 전용 외화 적금 상품 IM 외화 자유적금 을 출시 판매 들어가다,1
5692,2021-08-10,2021,8,10,국제뉴스,사진 상 우측 DGB 사랑 복 삼계탕 서 문선 DGB 본부장 송준기 회장 사진 제공 DGB 대구 은행 DGB 대 구 은행 은행 장 임성훈 말복 을 맞다 서구 내 당 노인 복지관 에서 대 적십자사 대구 지사 회장 송준기 함께 사랑,1
5693,2020-10-29,2020,10,29,메트로신문,주력 계열 사인 DGB 대 구 은행 3분 기 누적 당 기 순 익 2035억원 전 년 동기 대비 140% 감소 DGB 금융 관계자 코로나 19 장기 화 불확실하다 미래 경기 대비 3분 기에도 선제 적 대손 충당금 을 추가 적립,-1
5694,2019-12-23,2019,12,23,오마이뉴스,상환 전환 우선주 6250만 주와 보통주 1억 주 발행 유상증자 마무리 되다 자기 자본 1조 원대 증권사 로 도약 ▲ 제 2 본점 앞 놓이다 로고 ⓒ 조정훈 DGB 금융 그룹 사 로 편입 되다 하이 투자 증권 첫 유상증자,1
5695,2019-08-02,2019,8,2,TBC대구방송,금리 하락 세 속 DGB 대 구 은행 상반기 이익 감소 것 나타나다 대 구 은행 따르다 오다 상반기 영업 이익 당기다 순이익 각각 2천 318억원 천 782억원 지난해 같다 기간 보다 10% 정도,-1
5696,2020-08-20,2020,8,20,열린뉴스통신,SKTDGB 대구 은행 업계 최초 양자 보안 모바일 뱅킹 선보이다 사진 SK 텔레콤 © 열리다 뉴스 통신 SK 텔레콤 DGB 대 구 은행 손잡다 내달 중순 업계 최초 로 5 G 양자 보안 기술 을 적용 모바일 뱅킹 서비스 앱 IM 뱅 크다,1
5697,2021-05-12,2021,5,12,조세일보,DGB 대다 구 은행 12일 대다 구 신용 보증 재단 대구 중소기업 소상 공인 금융 지원 업무 협약 을 체결 밝히다 경 기 침체 로 어려움 을 겪다 있다 중소기업 및 소상 공인 경영 악화 경감 주기 위 취지 로 체결,1
5698,2021-03-05,2021,3,5,ZDNet Korea,DGB 대 구 은행 제 12 기 대학생 홍보 대사 지난 4일 발대식 을 갖다 공식 활동 돌입 5일 밝히다 대구 은행 대학생 홍보 대사 각종 지역 축제 참여 은행 상품 홍보 봉사활동 등 다양하다 사회 공헌 프로그램,1
5699,2021-09-30,2021,9,30,NSP통신,전국 골프 존 매장 서 10월 달 간 개최 총 3천만원 상당 백화점 상품권 증정 최병수 기자 DGB 대구 은행 139130 창립 54 주년 및 독도 날 을 기념 MZ 세대 디지털 마케팅 일환 DGB IM 뱅크 스크린골프 대회,1
5700,2020-09-01,2020,9,1,대구일보,DGB 대구 은행 전경 DGB 대 구 은행 은행 장 김태오 경제 적 어려움 을 겪다 금융 소외 계층 을 대상 DGB 새 희망 신용 회복 지원 프로그램 을 실시 9월 부터 11월 까지 3 개월 동안 진행 되다 이번 프로그램 지역,1
5701,2020-03-03,2020,3,3,KNN,김건 형 기자 이다 } { 리포트 } 지난달 28일 한국 수출입은행 DGB 대구 은행 본점 전면 폐쇄 돼다 근무 명 코로나 19 확진 판정 을 받다 때문 이다 그나마 주말 을 앞두다 이뤄지다 폐쇄 라 그 여파 크다,-1
5702,2021-06-08,2021,6,8,쿠키뉴스,디그 니 티 DGB 금융 센터 대구 은행 서울 영업 부와 하이 투자 증권 강북 자산 관리 WM 센터 결합 복합 점포 은행 증권 공간 모이다 있다 고객 맞춤 형 원스톱 종합 금융 서비스 제공 이번 복합 점포 개점,1
5703,2021-12-23,2021,12,23,아시아타임즈,■ DGB 사회 공 헌 재단 대학생 봉사 단 해 단식 진행 DGB 금융 지주 DGB 사회 공 헌 재단 지난 22일 제 10 기 WithU ■ 대구 은행 대구 지역 청년 신혼부부 전세 대출 지원 대 구 은행 지난 22일 대구시 주택 금융 공사 함께 대구시,1
5704,2021-02-10,2021,2,10,뉴시스,DGB 대 구 은행 수성동 본점 서 편 3 층 새롭다 2021년 글판 을 선보이다 코로나 19 극복 나가다 응원 메시지 전 가로 23 m 세로 42 m 크기 대형 글판 에는 원고지 양식 을 활용 가로세로 낱말 퍼즐 을 하듯,1
5705,2020-02-24,2020,2,24,머니투데이,24일 은행권 따르다 날 오전 기준 KB 국민 신 한우 리하나 NH 농협 등 5 개 은행 DGB 대 구 은행 에서 영업 을 중단 제한 지점 모두 11 곳 이다 KB 국민은행 날 부터 대구 범어동 소재 대구 PB 센터 영업 을,-1
5706,2022-01-03,2022,1,3,지이코노미,받다 싶다 새해 선물 황금 호랑이 10 돈 더블 혜택 제공 이벤트 GECONOMY 코 노미 홍종락 기자 DGB 대 구 은행 2022년 임인년 새해 맞다 DGB 모바일 앱 IM 뱅크 사용 비대 디지털 이용 고객 에게,1
5707,2019-11-01,2019,11,1,CEO스코어데일리,최근 에는 DGB 대 구 은행 하이 투자 증권 점포 결합 되다 복합 점포 4 호 지점 DIGNITY 제 2 본점 센터 대구 개점 복합 점포 지난 5월 개점 대구 DGB 대구 은행 본점 위치 DIGNITY 본점 센터 출범 이후 제 4 호,1
5708,2019-10-29,2019,10,29,스카이데일리,DGB 대구 은행 또한 주요 예금 금리 015% p 인하 대표 상품 내 손안 적금 내 만들다 보너스 적금 금리 1년 기준 연 166% 190% 로 015 p % 씩 떨어지다 지방 은행 외 에도 주요 시중 은행 역시 이번,1
5709,2019-05-17,2019,5,17,매일신문,18일 지역 아동 센터 관련 아동 등 1천 200 여 명 을 초청 DGB 대구 은행 제 2 본점 에서 드론 체험 요리 시간 에어 바운스 명랑 운동회 등 다양하다 즐기다 거리 제공,1
5710,2020-06-03,2020,6,3,대구신문,전영호 기자 riki 17 idaegucokr DGB 대 구 은행 3일 시청 영업 부 에서 대구시 에서 발행 대구 에서 사용 수 있다 지역 상품권 대구 행복 페이 출시 행사 갖다 DGB 대구 은행 대구 소재 영업 점 에서 판매 실시 밝히다,1
5711,2019-07-08,2019,7,8,뉴데일리,뉴데일리 이지연 기자 DGB 대 구 은행 은행 장 김태오 지역 청소년 을 대상 역사 탐방 행사 성 료 돼다 지역 문화 근간 역사 적 뿌리 알리 뜻 깊다 시간 을 함께 위해 마련 되다 2019 지역 청소년 역사 탐방,1
5712,2019-12-03,2019,12,3,경상매일신문,대구 달성군 NH 농협 은행 달성군 부와 DGB 대구 은행 화원 지점 달성 사랑 운동 일환   지역 및 타 지역 홍보 위해 달성 아름답다 명소 문화 행사 담다 2020년 달력 을 제작 배부 3일 밝히다,1
5713,2019-05-21,2019,5,21,TBC대구방송,DGB 금융 그룹 은행 증권 업무 동시 볼 수 있다 복합 점포 2 곳 을 대구 개설 복합 점포 에서는 은행 인프라 증권사 투자 자문 역할 을 접목 통합 자산 관리 서비스 제공 복합 점포 1 호점,1
5714,2019-10-18,2019,10,18,이투데이,이투데이 김범 근 기자 지역 은행 최초 로 경영 난 시달리다 지역 자동차 부품 협력 업체 경영 안정화 지원 DGB 대 구 은행 경 영 난 시달리다 있다 지역 자동차 부품 협력 업체 경 영 안정화 위해 자동차 부품 협력 업체,1
5715,2021-06-29,2021,6,29,대경일보,청송군 지난 29일 DGB 대구 은행 후원 관내 지역 아동 센터 두 곳현 서 키즈 지역 아동 센터 안덕 사과나무 지역 아 동 센터 행복 꽃 피다 공 부방 지원 사업 후 원금 을 전달 밝히다 경북 사 회복 지협 의회 회장,1
5716,2021-12-15,2021,12,15,신아일보,DGB 금융 그룹 지난 13일 서울 지역 세 번째 복합 점포 DIGNITY 디그 니 티 여의도 센터 오픈 14일 밝히다 하이 투자 증권 여의도 WM 센터 대구 은행 여의도 지점 결합 되다 디그 니 티   여의도 센터 하이 투자 증권,1
5717,2019-06-24,2019,6,24,파이낸셜뉴스,DGB 대구 은행 1100억원 대신 Famp ; I 손 들어가다 대신 Famp ; I 가다 14분 기 낙찰 되다 NPL 전혀 없다 것 달라지다 결과 우리은행 유암 코 이지스 자산운용 응찰 에도 800억원 규모 NPL 매각 을 유찰 처리,-1
5718,2021-03-31,2021,3,31,경상매일신문,DGB 대 구 은행 지난 30일 수성동 DGB 대구 은행 본점 에서 사대 구 의료관광 진흥 원 대구광역시 의료관광 산업 활성화 위 업무 협약 을 체결 대구 의료관광 진흥 원 2014년 설립 이렇다 10 개국 24 개소 해외 홍보 센터,1
5719,2020-06-04,2020,6,4,공감신문,이번 이벤트 IBK 기업은행 SC 제 일 은행 DGB 대구 은행 BNK 경남 은행 에서 발급 BC 카드 법인 선불 기프트카드 제외 소지 하고 있다 고객 을 대상 스쿨뱅킹 자동 납부 서비스 신청 익월 부터 매월 5000원 씩,1
5720,2019-09-11,2019,9,11,뉴스투데이,이번 금융 지원 에는 우리카드 IBK 기업은행 SC 제 일 은행 DGB 대구 은행 BNK 부산 은행 BNK 경남 은행 하나카드 BC 등 BC 카드 회원 사가 참여 태풍 피해 입다 BC 카드 고객 일 시불 할부 현금 서비스 등,1
5721,2020-12-08,2020,12,8,경북도민일보,DGB 대구 은행 영천사 랑 봉사 단 권세 경 단장 단원 연탄 을 어렵다 이웃 전달 하고 있다 DGB 대구 은행 영천사 랑 봉사 단 단장 권세 경이 8일 영천시 종합 사회 복지관 관장 허다 행 및 사 사랑 연탄 나눔 운동 연 계해,1
5722,2021-02-03,2021,2,3,미디어펜,사진 왼쪽 부터 병오 영남 그린 에너지 대표 서정동 DGB 캐피탈 대표 김 한진 한국 그린 자원 대표 사진 DGB 대구 은행 제공 이번 협약 DGB 캐피탈 영남 그린 에너지 한국 그린 자원 사업 확대 지원 한편,1
5723,2020-01-09,2020,1,9,서울경제TV,DGB 대 구 은행 세븐 적금 을 통해 최고 연 24% 금리 보장 상품 을 출시 저축은행 에선 IBK 저축은행 2020 힘차다 정기적금 유일하다 지난해 초 황금돼지 기념 높다 금리 특판,1
